# origin	format	category	title	description	source_url
layers	shot		8 Best Sites to Buy Verified Binance Accounts Instantly	WhatsApp : +1(657) 462-1328 Telegram : @Usavcsmm	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b670fdfa-85e3-4f76-848d-25e1da601d1c--5.png
layers	shot		Tennis Academy Website		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a2a12be8-1506-4482-aace-cc704e1261ea--original-580fe4175f149e779acae05c4f8f65fb.webp
layers	shot		Hero section		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ee12c123-798c-411e-ad63-7fbc9d0bd155--Screen-Recording-2026-07-16-at-2-03-42-PM.mov
layers	shot		Day 103 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ba794d5d-59d2-4f80-bbbe-77a17ff72e69--a.jpg
layers	shot		Production-Ready Shadcn Form Blocks	Explore our collection of Shadcn Form Components featuring onboarding flows, profile forms, checkout pages, settings, React Hook Form, TanStack Form, and Zod validation.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/085a01df-be03-4e59-871a-2d411b2eb4d6--Form-Components-YTD-Twitter.mp4
layers	shot		Sign in	Minimal and stylish sign in flow. Part of a larger onboarding flow. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/13bb6da4-58aa-438b-ada3-7b6b4d02289b--log-in-41a.jpg
layers	shot		1 on 1 Framer consultation card design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/dc0ede96-2bf2-4e2e-b01e-5bafec11d821--1on1-service.png
layers	shot		When the interface reacts to your attention 👀	I designed this concept as an exploration of how motion and typography can work together to guide attention instead of scattering it.  Attention is light. Wherever you look, meaning appears. ✨	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e75eaece-5794-4f96-b7cb-0059b4e7b920--video.mp4
layers	shot		Mystuff - Note Taking App Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2318f7e0-848b-41c1-9faf-dc007678b316--original-6494a2c695e6a9ceeb7bdf843a2543c5.webp
layers	shot		Logo Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2c94c965-07aa-4ded-9935-24487c1c532b--logo.png
layers	shot		Logo Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2c94c965-07aa-4ded-9935-24487c1c532b--logo.png
layers	shot		Latticore - Web3 Infrastructure Platform - Integration	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9dd8eda4-9406-46bc-91c3-aaf600ca5032--Latticore-Integration.mp4
layers	shot		Syntrix - AI Fintech 2D Illustration	Hello Everyone 👋 In a world where financial data moves fast and often feels fragmented, clarity becomes harder to find and decisions are shaped by scattered inputs. Syntrix brings structure into that complexity by continuously processing, evaluating, and refining financial activity in real time, turning raw data into clear and reliable outcomes. Rather than simply displaying information, it transforms it into a system that filters risk, guides decisions, and helps users move forward with confidence. Design crafted by Renaldy and Nanda. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/aae11cf4-dea5-499a-951a-27336dcf6b8e--Ilustration-Syntrix.mp4
layers	shot		Social Media & Branding - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/db1a8662-91d3-4251-b4fe-a411633a7db2--Social-Media-Branding-Uxercon-Preview-Dribbble-1.jpg
layers	shot		Nexora - AI Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0a20329e-4273-41a1-8722-0871c509ffa6--nexora-1.jpg
layers	shot		Icons		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/05edc800-80c5-448d-a24e-beb85436135c--Frame-2087326411.png
layers	shot		Toast Notification		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b105fed1-3e72-4f90-8e69-d39960a03395--Frame-2087326344.mp4
layers	shot		Icon Rotation		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/622278e4-8752-4c0a-b534-98a1a5ec3c8c--pill-rotation.mov
layers	shot		Neuronal Network	Had some fun visualising a neuronal net with three.js.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9f17a1f5-314b-4ed4-b920-c6c19ad3ff26--Digital-Brain.mp4
layers	shot		Dropdown		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8856d824-279a-42bb-a22a-3909a7015732--recording.mov
layers	shot		Day 102 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5d7e43e7-bd19-4c4f-bbf9-7d8b06a72023--a.jpg
layers	shot		Opscale - Branding & Logo	Are you looking for a design partner? Let’s catch up! barly.design	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5607994b-f2d0-4177-a037-577dbfda3fed--Preview-1-2.mp4
layers	shot		01		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e084c6d2-efde-4456-b0a2-2cb9285b4b00--01.png
layers	shot		What is a Verified Wise Account?	24 Hours Reply/Contact ➤Telegram: @protopservices ➤WhatsApp:+1 (619) 597-3643	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ee5112eb-a045-4f05-a2e2-cebfd8cd8d54--Buy-Verified-Wise-Accounts4.png
layers	shot		What is a Verified Wise Account?	24 Hours Reply/Contact ➤Telegram: @protopservices ➤WhatsApp:+1 (619) 597-3643	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ee5112eb-a045-4f05-a2e2-cebfd8cd8d54--Buy-Verified-Wise-Accounts4.png
layers	shot		scroll.gallery	Discover best design resources & solutions from industry leaders. Find inspiration. Boost your creative workflow. Crafted for designers, developers, creative entrepreneurs	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ce4a4d47-8587-4894-b0f0-678e265f8f71--view.png
layers	shot		IVANA Logo		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6dc1f489-f233-42be-a4ae-0173f17618b0--logo.mp4
layers	shot		Color Palette		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e9038271-adf7-4226-ac91-9e7b38fff6d5--palette.mp4
layers	shot		IVANA Cards		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e7d1ba0d-0b94-46ad-a51c-7f2ae0e322a3--cards.mp4
layers	shot		psw		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b2798a3d-d82c-489f-8987-083a576351e1--psw.png
layers	shot		CICD animated state icons	New > Queued > Running > Done A simple and consistent circle shape to anchor smooth transition between states by harmonious stacking and concentricity. Made with Jitter for Expo Workflows	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d9b8a1d3-1166-40c2-9040-d959ba49fc96--cicd-animatedstate-icons.mp4
layers	shot		tehreer		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/53fb5526-b2a6-4e34-b3ab-01ca4a917ab8--tehreer.png
layers	shot		chaptyr		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cf88813e-c8ad-4714-898e-5311f825e4c8--chaptyr.png
layers	shot		Account	Minimal account details settings page. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/891e94cb-62ee-49c6-b4e0-ceda541af6c8--settings-page-197a.jpg
layers	shot		dupechat		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cb390fdb-ff20-43ec-ad38-0328fec9007b--dupechat.png
layers	shot		writeme		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/641e33ee-6e4f-41bc-ac1a-0dd258555177--writeme.png
layers	shot		go-grocer		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a9f3c9a1-c5c4-494b-9793-f24ca46ddbd3--go-grocer.png
layers	shot		This is one of my favorite fonts ^^ It has a playful handwritten vibe and it works with English and Korean ✏️🇰🇷		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f919d882-b053-40c0-b225-3d8253675998--Purple.mp4
layers	shot		AI Powered Healthcare SaaS Landing Page Framer Build		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9c310456-c889-4e1b-829e-87421f9446f3--Health-2.png
layers	shot		Branding - Poliklinika Cordata	Poliklinika Cordata opened its doors in Zagreb on May 1st, 2026, a newly founded private clinic built around a belief that most healthcare brands never say out loud: good medicine starts with a real conversation. The founders came to Inity with a clear vision, a meaningful name, and a hard deadline. They needed a complete brand identity – strategy, visual identity, and a full design system, ready for launch. The timeline was four weeks. The name Cordata comes from botanical Latin: heart-shaped. It's the leaf of the linden tree, the lipa – one of Croatia's most culturally rooted symbols, known for warmth, longevity, and quiet strength. The name carried a story before a single logo was drawn. Our job was to make sure the visual identity was worthy of it. The result: a brand that communicates warmth, clarity, and trust from the first impression, delivered on time, with 100% of assets ready for opening day.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9a5b6c76-4871-49a7-8438-71da9695f086--cordata.mp4
layers	shot		AI agent Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ad9b130a-ab87-4ddb-93c5-9b40c80b1ff4--Full-Preview.png
layers	shot		AI agent Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ad9b130a-ab87-4ddb-93c5-9b40c80b1ff4--Full-Preview.png
layers	shot		AI agent Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ad9b130a-ab87-4ddb-93c5-9b40c80b1ff4--Full-Preview.png
layers	shot		Shadcn Dropdown Menu Components	A collection of modern dropdown menus designed for developers, designers, agencies, and product teams building with React and Next.js. Perfect for dashboards, navigation systems, settings panels, and client projects.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/1831bd69-8c0a-467a-852a-beac594fad31--Shadcn-Dropdown-Video-.mp4
layers	shot		Skincare E-commerce - Mobile UI Design	About the Project For Aurelia, a sophisticated skincare platform, we designed a mobile-responsive landing page UI that optimizes the premium desktop experience for constrained viewports. We built the layout using the modern Parkin Sans typeface, transitioning the experience seamlessly from a multi-column desktop grid to a single-column, vertical-scrolling structure set against a warm amber-to-cream gradient canvas. The hero visual of the clean eye analysis is carefully preserved, leading smoothly into stacked mobile sections that highlight science-backed plans, expert therapist credentials, and high-contrast neon yellow call-to-action buttons. Project Objective Our primary objective was to develop a highly adaptive, visually immersive landing page experience optimized for fluid cross-viewport migration, friction-free customer onboarding, and instant clinical validation. Focused on minimizing cognitive load while preserving a luxury-tech wellness feel, we aimed to seamlessly restructure sprawling desktop typographical alignments into a balanced, bottom-anchored mobile interface that maintains a strict structural hierarchy over the rich lifestyle background assets.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/dbb5214a-a84c-4d91-8621-bce7d244b962--Skincare-E-commerce-Mobile-UI-Design-01.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 02		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/68032215-a252-4a2e-a1d3-e4e7be841f0c--Skincare-E-commerce-Mobile-UI-Design-02.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 03		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/287c55b3-7402-4de0-b952-9b2219380b45--Skincare-E-commerce-Mobile-UI-Design-03.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 04		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b270870d-e30e-4075-9793-bf962a9a8984--Skincare-E-commerce-Mobile-UI-Design-04.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 05		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c73fe5c4-5c67-48fd-a53b-e3c0bc5249e8--Skincare-E-commerce-Mobile-UI-Design-05.jpg
layers	shot		Skincare E-commerce - Mobile UI Design	About the Project For Aurelia, a sophisticated skincare platform, we designed a mobile-responsive landing page UI that optimizes the premium desktop experience for constrained viewports. We built the layout using the modern Parkin Sans typeface, transitioning the experience seamlessly from a multi-column desktop grid to a single-column, vertical-scrolling structure set against a warm amber-to-cream gradient canvas. The hero visual of the clean eye analysis is carefully preserved, leading smoothly into stacked mobile sections that highlight science-backed plans, expert therapist credentials, and high-contrast neon yellow call-to-action buttons. Project Objective Our primary objective was to develop a highly adaptive, visually immersive landing page experience optimized for fluid cross-viewport migration, friction-free customer onboarding, and instant clinical validation. Focused on minimizing cognitive load while preserving a luxury-tech wellness feel, we aimed to seamlessly restructure sprawling desktop typographical alignments into a balanced, bottom-anchored mobile interface that maintains a strict structural hierarchy over the rich lifestyle background assets.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/dbb5214a-a84c-4d91-8621-bce7d244b962--Skincare-E-commerce-Mobile-UI-Design-01.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 02		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/68032215-a252-4a2e-a1d3-e4e7be841f0c--Skincare-E-commerce-Mobile-UI-Design-02.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 03		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/287c55b3-7402-4de0-b952-9b2219380b45--Skincare-E-commerce-Mobile-UI-Design-03.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 04		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b270870d-e30e-4075-9793-bf962a9a8984--Skincare-E-commerce-Mobile-UI-Design-04.jpg
layers	shot		Skincare E-commerce - Mobile UI Design - 05		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c73fe5c4-5c67-48fd-a53b-e3c0bc5249e8--Skincare-E-commerce-Mobile-UI-Design-05.jpg
layers	shot		Parvoz — Parent Experience	A smart control dashboard designed to monitor activity, manage limits, and support healthier digital habits.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7c798eb1-77f5-4ca4-91be-2e08becb94db--Frame-2147226454.png
layers	shot		Parvoz — Child Experience	A simple, friendly mobile experience designed to build focus, responsibility, and balanced screen time.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/94944d10-0d05-4abe-8aa1-d6439b38444e--Frame-2147226455.png
layers	shot		Lumora — E-Commerce Experience	A refined shopping experience built around clear product discovery, seamless navigation, and conversion-focused design.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/58c26406-3803-4143-bbde-769eb3a1eba8--tg_image_1001821687.png
layers	shot		E-Lawyer — Dashboard Redesign	A cleaner, faster dashboard designed to improve navigation, information hierarchy, and daily legal workflow efficiency.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/805b3717-9e15-491d-8548-2f41ad71122f--Screenshot-2026-07-15-at-18-43-07.png
layers	shot		Finora — Pricing Experience	A clear, conversion-focused pricing section designed to make plan comparison effortless and help users choose with confidence.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/90aa1206-c2cf-4bf7-a49e-b2238655c8c3--pricing-page.png
layers	shot		E-Lawyer — Legal Document Workflow	A mobile-first document management experience designed to simplify legal workflows, speed up approvals, and keep every document accessible, organized, and secure.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b796f030-cb65-4b1c-b384-06eb58b70c4e--image_2026-03-30_16-48-06.png
layers	shot		Top 29 Trusted Platforms to Buy Old Gmail Accounts in 2026	Telegram: @itzonesmm0  WhatsApp: +1 (989) 513-2521	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/49500a42-5ce7-4748-b438-a2a2604d470a--7.png
layers	shot		BankTrustAccount Buy Verified CashApp Accounts	Telegram: @itzonesmm0  WhatsApp: +1 (989) 513-2521	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/1e341d4b-592e-461e-aa85-20e27e6ee3df--3.png
layers	shot		Best 42 Sites to Buy Old GitHub Accounts for Bulk	Telegram: @itzonesmm0  WhatsApp: +1 (989) 513-2521	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e4729dcb-4f28-487c-9817-6b66a34d1521--1.png
layers	shot		Autumn - CRM Dashboard - Workflow Management	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e7006a5f-8171-45ae-bf7c-15f5cfe285d6--Autumn-Project.mp4
layers	shot		Shapes - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3ebd592d-aaec-486b-b407-c041f00db0dc--Shapes-Uxercon-Preview-Dribbble.jpg
layers	shot		Cubicle -Biotechnology Landing Page Component	Hello everyone! 👋 Here's a closer look at the components 🔍. AI chat for research findings, experiment tracking, and sequence design, all packed into one Biotech SaaS platform. What do you think? Design crafted by Sulthon and Nenden. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ed8bed20-50fa-4db7-9b41-5fab9bad1264--Cubicle_-_Components.mp4
layers	shot		Travel App - Hotel and Payment		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/385ef43b-c516-4d2b-9fd9-7aad7efd5ae6--original-8bfd2367286583f913f6fb549415f08f.webp
layers	shot		Travel App - Small Card		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e4f94860-581f-42eb-a007-16f1ccbf7fe4--original-8a8504686869ca7a8389bcaf66d8f561.webp
layers	shot		Travel App - Dynamic Island		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5dcfa04e-25cf-4730-9ed7-d7b744e8b451--original-7e18601f67f2cf99b216d22db4d114f9.webp
layers	shot		Travel App - Search Console Components		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5e5a4a73-4f21-4ffe-af13-6a77bd48e0d9--original-3ac0165b4f638c2bf76ac4e5bb5cb949.webp
layers	shot		Travel App - Search Console		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/76952b90-e3a2-4048-a2e2-114ed0bdc2a1--original-42beed74bb9dcee6b12fd0b6a390deec.webp
layers	shot		Travel App - Command Menu		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ae7603ab-f107-44d3-ab2f-6597fc9fefba--original-b45745e188f79e29d214ea37f60ca08d.webp
layers	shot		Flight Card		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d7d33376-4e39-4930-a517-a1eb9e46f691--original-ab2f22aef607d0a4bc00bd4d680b871d.webp
layers	shot		Travel App Components		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/10e3f520-4c20-4e37-9ecf-e8e859de59b6--original-b5f3a60425b57ad6ab360a652d650552.webp
layers	shot		Trailux - AI Observability  Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f9c94fc1-a484-41d7-900c-328503dfc3ba--trailux-1.jpg
layers	shot		Billing	Super functional billing settings page. Users can manage their plan, payment method, monitor bandwidth usage, and access previous billing history. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8f318fdc-9f6a-424a-9d1b-b61c60be3ed4--settings-page-174b.jpg
layers	shot		Edge - Gaming E-commerce Website - Card Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/342f2b6a-50e3-4318-be38-7ad27198774b--original-41986389a5642997ad187ca7f04ec2b3.webp
layers	shot		Edge - Gaming E-commerce Website		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/44ea6cf6-0de0-42dd-8f2f-d998bd947766--original-9e59b1c20a341f4bf88e298f2434a3ec.webp
layers	shot		Day 101 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e8012642-6345-4e0a-ac1f-5a75558f0eaa--2026-jul-16.jpg
layers	shot		Template customizations service card.		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a3e47ecf-fcf6-4cce-90e3-8114f8983e5d--template-servide-card.png
layers	shot		1		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/81775211-9b20-48f9-882e-aa319a9d4ab3--1.png
layers	shot		9		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/67e903c5-ef1b-447c-b6cc-f6994e41a3d4--9.png
layers	shot		Codelab - AI Development Platform - Integration	Are you looking for a design partner? Let’s catch up! barly.design	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/57b02428-6322-40a5-a798-70f78dc7c3fc--Codelab-Integrations.mp4
layers	shot		Folded Map Visual		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/bc0628db-1a2f-4ab0-9450-0f5e65244137--Folded-map.png
layers	shot		Buka OS product peak		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/92446472-7d6a-4bfe-a5c3-5a91815c123b--Social-buka.png
layers	shot		Profile management	A lightweight CRM drawer / slideout modal exploring profile management, integrations, and account information. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/55173650-ae14-47b2-a243-2d66d179ecd6--slideout-menu-54a.jpg
layers	shot		Car Automation App	Updating my portfolio and sharing some work from 2024. I designed for a Silicon Valley startup. The task was to prepare an MVP for investor demos. The main feature is the ability to automate car management and routine tasks, so you don't have to set up the car the same way every time. The demo landed well and helped the team move forward with fundraising conversations.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f73a0bf8-0fd2-449d-a22f-b13b20aec2eb--Frame-2131331379.png
layers	shot		Really lovinggg the sheet transition when choosing an app icon ✨		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0fa65775-1ac0-4656-aa1c-4c2e6702e402--app-icon.mp4
layers	shot		Prism — AI SaaS Landing Page	Prism is a modern AI SaaS landing page concept designed to communicate innovation with clarity. The interface combines bold typography, clean layouts, subtle gradients, and a strong visual hierarchy to create a premium first impression while guiding users toward key actions and conversions.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b69bda8b-8235-44f1-98da-31c6e686bfed--AI-Landing-Page.mp4
layers	shot		Calendar	Made with MGC	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6a23f368-bf37-4bbb-ab90-25cbb7b20cc9--12-_calendar.mp4
layers	shot		Shadcn Alert Components for React & Next.js	Reusable alert components built for developers and agencies creating modern React and Next.js applications. Perfect for notifications, authentication, dashboards, and status messaging.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6bba6669-ff24-4dbc-8a41-ea1ba7401076--Shadcn-Alert-YTD-and-Twitter.mp4
layers	shot		AI Powered Community Platform Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e0564519-a30c-4c5d-9bd4-429bca7591a3--Community-2.png
layers	shot		AI - Mobile App Design - 01	About the Project Quasar Airways is built to inspire desire. It was about shaping an airline’s entire identity & how it’s remembered. Quasar Airways stands as a modern symbol of elegance, precision, & global ambition, designed for those who expect more from their travel experience. An integrated AI assistant transforms every journey into a personalized experience, helping travelers discover flights, plan itineraries, and make confident decisions with ease. Project Objective The goal was to craft a cohesive, world-class brand that feels like a dream airline, captivating travelers worldwide. Every customer touchpoint, whether digital or physical, needed to feel consistently premium, carefully designed, and emotionally engaging. An intelligent AI assistant elevates the journey with contextual travel guidance, personalized flight recommendations, and a streamlined booking experience built around the traveler.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9d8b4d23-8671-45ef-b01c-d1a441ceb430--AI-Mobile-App-Design-01.jpg
layers	shot		AI - Mobile App Design - 02		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/047202c7-4e89-44ff-8619-2485cb449d11--AI-Mobile-App-Design-02.jpg
layers	shot		AI - Mobile App Design - 03		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f2d332d8-02ee-498a-b69b-bab2c15ef3d3--AI-Mobile-App-Design-03.jpg
layers	shot		AI - Mobile App Design - 04		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/66321190-3de6-4a1c-a761-10d6d65d0023--AI-Mobile-App-Design-04.jpg
layers	shot		AI - Mobile App Design - 05		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a0db2c24-1743-4489-8d5b-90a1e1f3f7f2--AI-Mobile-App-Design-05.jpg
layers	shot		AI - Mobile App Design - 06		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8781cabe-6030-432b-94cf-7af079ea8fac--AI-Mobile-App-Design-06.jpg
layers	shot		Stake — Saas Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/de1f5bd8-d45f-44cf-a1e0-df81f832c73c--2026-07-15-14-14-07.mp4
layers	shot		Opscale - Branding & Logo	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2ebfc798-7073-480e-95e7-8b15ca932c80--Preview-1-1-2-.mp4
layers	shot		Portfolio landing page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6c075c34-5538-4a58-b525-2acc53a0b2d1--Portfolio-landing-page-.mp4
layers	shot		Voss - Smart EV Car Dashboard | Explainer Video	Hi Dribbble! 👋 Meet Voss, a premium electric vehicle brand reimagined as a full HMI and product experience. Every screen is built to feel like one calm, connected system, not a dashboard fighting for your attention.We wanted to rethink what a premium EV should feel like: quiet, intuitive, and effortless from the very first glance. Less clutter, more calm. One instrument, not a pile of features. Design crafted by Rifqy and Axel. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/1b9718ba-acd3-4cae-9044-ca902a735a15--VOSS-Animation.mp4
layers	shot		Numbers - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0cc77f41-2eed-4fd9-9811-d590a3cc54fc--Numbers-Uxercon-Preview-Dribbble-1.jpg
layers	shot		Kodeo - AI  Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/514a0ba0-3e54-4f33-ad89-4a2c41d5971e--kodeo-1.jpg
layers	shot		Day 100 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/17375489-096e-4f06-a618-b81d15c9228e--daily-ui-2026-07-15.jpg
layers	shot		To-Do List		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/83d70116-cfd6-48b7-82e0-96504f3dd232--unnamed-3.png
layers	shot		To-Do List		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f7561418-d2a2-44dd-98a5-4eb50d28fcdb--unnamed-4.png
layers	shot		Autumn - CRM Dashboard - Insight	Are you looking for a design partner? Let’s catch up! barly.design	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f15ee7a4-d9f7-4d05-a528-e3a4b1179960--Autumn-Insight.mp4
layers	shot		AutoNinja - Website Design for an AI Automation Company	AutoNinja needed a website that could do something most SaaS sites don't have to: sell a technical product to a non-technical buyer, and prove it works before the first sales call ever happened. We designed and built an 8–9 section landing page (plus supporting pages) structured around a single conversion path — walking a skeptical visitor from problem ("the hidden cost of manual work"), to proof (a live agent catalogue with concrete time-saved numbers). Every section funnels toward the same outcome: a booked call. The real challenge wasn't visual, it was translation. Concepts like agent routing, follow-up sequencing, and CRM integration had to be explained in language a founder could act on in under a minute, without flattening the product into vague marketing fluff that technical buyers would see straight through.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4b65b4e4-cfa8-4cb7-a92f-0321cfdeeb5a--15.png
